Artist,Title,Grammar,Vocabulary,Culture,Country,Other,,,,,,
"Guerra, Juan Luis",Apaga y Vamonos,,,merengue;,Dominican Republic,https://www.youtube.com/watch?feature=player_embedded&v=2lzljSkhLn8,,,,,,
"Guerra, Juan Luis",Bachata en Fukuoka,preterite,travel,,Dominican Republic,http://www.youtube.com/watch?v=5E87B3t9cnY&feature=related,,,,,,
"Guerra, Juan Luis",Cuando me enamoro,reflexive verbs,love,,Dominican Republic,duet with Enrique Iglesias; http://www.youtube.com/watch?v=4DO8GsIYfhQ,,,,,,
"Guerra, Juan Luis",El Costo de la vida,present indicative,,social commentary,Dominican Republic,http://www.youtube.com/watch?v=_zLpacr1DlU,,,,,,
"Guerra, Juan Luis",El niagara en bicicleta,,,lack of health care in D.R.,La República Dominicana,http://www.youtube.com/watch?v=b4i7tbqKWp4,,,,,,
"Guerra, Juan Luis",En el cielo no hay hospital,,health,from his Christian album,Dominican Republic,http://www.youtube.com/watch?v=CWnu1aWyymo&feature=player_embedded,,,,,,
"Guerra, Juan Luis",La guagua,,,,Dominican Republic,http://www.youtube.com/watch?v=9x_Zmt4S01s,,,,,,
"Guerra, Juan Luis",La llave de mi corazón,present subjunctive,,cultural references U.S./Dominican,Dominican Republic,http://www.youtube.com/watch?v=rcP6pJDZkBE,,,,,,
"Guerra, Juan Luis",La travesía,preterite,travel,,Dominican Republic,http://www.youtube.com/watch?v=dt6g5shNxV0,,,,,,
"Guerra, Juan Luis",Ojalá que llueva café,present subjunctive,,social awareness,Domincan Republic,http://www.youtube.com/watch?v=uJimpth-yNs,,,,,,
"Guerra, Juan Luis and Juanes",La Calle,preterite and imperfect,,"politics, violence","Domincan Republic, Colombia",http://www.youtube.com/watch?v=43GRh9jh-FM&feature=related,,,,,,
"Guerra, Juan Luis ft. Romeo Santos","Frio, frio",,,,Dominican Republic,http://www.youtube.com/watch?v=zHhza3EgHe8,,,,,,
Gustavo & Rein,Como te amo yo,present indicative,,basic vocabulary,Venezuela,http://www.youtube.com/watch?v=lldJLM4rbpc,,,,,,
Gustavo & Rein,La sensasion del beisbol,,,baseball,Venezuela,https://www.youtube.com/watch?v=leCVJlvqnNY,,,,,,
"Guthrie, Arlo",Plane Wreck at Los Gatos Canyon,,,Immigration,U.S.,ALSO CALLED Deportee (Joan Baez /U.S.) IN ENGLISH https://www.youtube.com/watch?v=4jWFPLjYEaw (and by Arlo Guthrie & Emmylou Harris/U.S.) https://www.youtube.com/watch?v=TN3HTdndZec (and by Arlo Guthrie with vintage fotos) https://www.youtube.com/watch?v=c2eO65BqxBE,,,,,,
"Guzman, Alejandra",Un Día de Suerte,present subjunctive,,,México,http://www.youtube.com/watch?v=Qp6HgVeGZGI,,,,,,
Ha-Ash,Impermeable,"preterite, imperfect",vez/veces,,U.S.,http://www.youtube.com/watch?v=_NHA0AauFNI  ; ,,,,,,
Ha-Ash,Lo que yo sé de ti,"past subunctive, conditional",,two sisters from Louisiana making Spanish country music,U.S.,http://www.youtube.com/watch?v=rq7LaF83PRw,,,,,,
Ha-Ash,No te quiero nada,"present indicative, preterite, imperfect",repetitive ,two sisters from Louisiana making Spanish country music,U.S.,http://www.youtube.com/watch?v=oEU1BwTAe_8,,,,,,
HA-ASH,Qué hago yo,,,"sisters from Louisiana now based in Mexico, singing country",U.S.,https://www.youtube.com/watch?v=Qx7M4J7z3Pk,,,,,,
HA-ASH,Te dejo en libertad,,,"sisters from Louisiana now based in Mexico, singing country",U.S.,https://www.youtube.com/watch?v=ZxvI1epOAWE,,,,,,
Ha-Ash,Te dejo la libertad,many tenses,querer/amar,,U.S.,http://www.youtube.com/watch?v=ZxvI1epOAWE&ob=av2n       http://www.youtube.com/watch?v=Oc-sloNbEDI&feature=related,,,,,,
Halloween,Cinco Calabazas,Sentir,emotions,,,http://www.youtube.com/watch?v=maAbEpomWz8&feature=player_embedded,,,,,,
Halloween,La canción de las brujas,,,"witches, halloween",México?,http://www.youtube.com/watch?v=l3r5WLw2uzA,,,,http://www.youtube.com/watch?v=WcPCWjv3rhQ&feature=related,,
Harris Paints,Los Colores de mi tierra,,colors; fruits,advertisement for Harris paints ,Puerto Rico,http://www.youtube.com/watch?v=O0yO5cmj1yI,,,,,,
Hell Dandy's,Corrido del ciudadano,,,narcoviolencia,México,http://www.youtube.com/watch?v=jePNA_1umXs&feature=player_embedded,,,,,,
Hello Seahorse,Busk,,,,México,http://vimeo.com/73538060,,,,,,
Hercules,Go the Distance,,"dreams, goals",from the Disney movie Hercules,U.S.,https://www.youtube.com/watch?v=xbcdbTfvlCM,,,,,,
Herencia Norteña,Corrido del ciudadano,,,narcoviolencia,México,http://www.youtube.com/watch?v=M2_yAcTULvk&feature=player_embedded,,,,,,
Hombres G,Te quiero`,,,Valentine's Day,Spain,http://www.youtube.com/watch?v=44RDx4PkQFg,,,,,,
Honduras,Todo el mundo es música,,,"series of 6 videos for music in Argentina, Cuba, Mexico, Honduras, Peru",Honduras,http://www.rtve.es/alacarta/videos/todo-el-mundo-es-musica/,,,,,,
Honduras,Todo está aquí,,geografía/ naturaleza ,,Honduras,http://www.youtube.com/watch?v=yGBpY-LxPfo&feature=youtu.be,,,,,,
Honduras,Vaya Pues Honduras,,geografía,great depiction of culture,Honduras,http://www.youtube.com/watch?v=zBGa4RU_7d4&feature=related,,,,,,
Huecco,Dame vida,,,"spanish, english with soccer/basketball stars",Spain,http://www.youtube.com/watch?v=c70S9bnYQOY,,,,,,
Huecco,La Brujula,,,,Spain,https://www.youtube.com/watch?v=SokynMjqHZ0,,,,,,
Huecco,Reina de los angelotes,,,,Spain,https://www.youtube.com/watch?v=pjLrj9xMGrc,,,,,,
Hueco feat. Papillon,Amar en tiempos violentos,object pronouns,tener miedo,,Spain,http://www.youtube.com/watch?feature=player_embedded&v=hD8zkdb2rbQ,,,,,,
Human Rights Actions Center,La Declaracion de los derechos humanos,,,"human rights set to music with text, no audio",U.S.,http://www.youtube.com/watch?v=iRNybj6cIuM,,,,,,
"Iglesias, Enrique",Ayer,participle,,,Spain,http://www.youtube.com/watch?v=ak4YJjkdFRY&ob=av2e,,,,,,
"Iglesias, Enrique",Ayer,preterite imperfect,esta acabado,con letras,Spain,http://www.youtube.com/watch?v=5s_r_Ak4ZMw,,,,,,
"Iglesias, Enrique",Ayer,,,with captions,Spain,https://www.youtube.com/watch?feature=player_embedded&v=5s_r_Ak4ZMw,,,,,,
"Iglesias, Enrique",Cuando me enamoro,reflexive verbs,"love, esperar, desperar, tener, detener",,Spain,duet with Juan Luis Guerra; http://www.youtube.com/watch?v=4DO8GsIYfhQ&feature=PlayList&p=2BC697E8729B0834&index=4http://www.youtube.com/watch?v=42RoYaMRcuY&feature=related;  http://www.youtube.com/watch?v=mAimAt5dwy4&feature=related,,,,,,
"Iglesias, Enrique",Quizás,present subjunctive,love,,Spain,http://www.youtube.com/watch?v=bt9GRGcLmSQ,,,,,,
"Iglesias, Enrique",Si pudiera ser tu heroe,si clauses,,,Spain,http://www.youtube.com/watch?feature=player_embedded&v=U91D-9Uqoks#!,,,,,,
"Iglesias, Enrique ft India Martinez",Loco,,,Grammy performance,Spain,https://www.youtube.com/watch?v=7wn3uRqj_HY,,,,,,
"Iglesias, Enrique ft. Marco Antonio Solis",El Perdedor,"present subjunctive, present perfect",,,Spain and Mexico,https://www.youtube.com/watch?v=nKkJtKBK4yU  ; ,,,,,,
"Iglesias, Enrique ft. Wisin y Yandel",Lloro por ti,"por, object pronouns, present perfect",llorar,,"Spain, Puerto Rico",http://www.youtube.com/watch?v=jEqCWvgnwq0&feature=relmfu,,,,,,
"Iglesias, Enrique w/Wisin y Yandel",No me digas que no,informal commands; present subjunctive,,,"Spain, Puerto Rico",http://www.youtube.com/watch?v=zyqt2avPkoA,,,,,,
"Iglesias, Enrqiue",Dile,Dile  present indicative,,con letras,Spain,http://www.youtube.com/watch?v=LZ8rc3eNQ30&feature=related,,,,,,
"Iglesias, Julio",Guantanemera,,,Cuba,Mexico,http://www.youtube.com/watch?v=Dew27E-x_b4&feature=player_embedded#!,,,,,,
"Iglesias, Julio",Historia de un amor,,,,Spain,https://www.youtube.com/watch?v=Ieolne1iXzg,,,,,,
"Iglesias, Julio",La carretera,"present participles, present progressive",,,Spain,http://www.youtube.com/watch?v=6_CURFcPXHI,,,,,,
Instituto de Sonido,México,,,narcoviolencia,México,http://www.youtube.com/watch?v=gpybihsaV8Y&feature=player_embedded,,,,,,
Instituto Mexicano de Sonido,El Microfono,preterite,,The microphone has becomea powerful weapon; commentary on Mexico?,México,http://www.youtube.com/watch?v=VYhMFbS6uo8,,,,,,
Instituto Mexicano del Sonido,Es-toy,,,,México,http://www.youtube.com/watch?feature=player_embedded&v=oDmINJmpLmc#at=33,,,,,,
Instituto Mexicano del Sonido,México,,,Unidos podemos hacer más!,México,http://www.youtube.com/watch?v=gpybihsaV8Y&feature=youtu.be,,,,,,
"Irigoyen, Adam",School Girl,,,Disney; English/Spanish,U.S.,http://www.youtube.com/watch?feature=player_embedded&v=sGTjmvxa4rs,,,,,,
Isa T.K.M.,Ven a bailar,present indicative,,From the Venezuelan tv show T.K. M. stands for Te quiero mucho,Venezuela,http://www.youtube.com/watch?v=D7FC-J_rrtg,,,,,,
J King y Maximan,Sr. Juez,"present subjunctive, familiar commands",,,Puerto Rico,http://www.youtube.com/watch?v=gaUswpulLkY&feature=PlayList&p=AFDBCFB0DA634F33&playnext_from=PL&index=3,,,,,,
Jarabe de Palo,Agua,"present indicative, conditional","sed, agua, beber, amigo",easily understood,Spain,http://www.youtube.com/watch?v=lY-PO1SOzgs&feature=related,,,,,,
Jarabe de Palo,Bonito,present indicative,,,Spain,http://www.youtube.com/watch?v=ZQvdKvqx3Jk,,,,,,
Jarabe de Palo,Depende,present indicative,"colors, nature",easily understood,Spain,http://www.youtube.com/watch?v=tTvhW8lDHFk&feature=related,,,,,,
Jarabe de Palo,Me gusta como eres tú,"present indicative, me gusta",como,,Spain,http://www.youtube.com/watch?v=hAxiPFE6pqM&feature=related,,,,,,
Jarabe de Palo,Y ahora qué hacemos,"voy, vas, vamos; interrogatives",,,Spain,http://www.youtube.com/jarabedepalotv,,,,,,
Jarabe de Palo,Ying Yang,,,,Spain,http://www.youtube.com/watch?v=JSH321S6tGc&feature=player_embedded,,,,,,
Jay y Dario,Quién sanará,future,,bachata; Spanish and English,La República Dominicana?, http://www.youtube.com/watch?feature=player_embedded&v=58Hb4dbxkekhttp://www.youtube.com/watch?feature=player_embedded&v=58Hb4dbxkek,,,,,,
Jeannette,Porque te vas,"present, preterite, future",love,really old,England (raised in Spain),http://www.youtube.com/watch?v=SLxrrE6wC5I,,,,,,
JenCarlos Canela,Amor quédate,subjunctive  ,,,U.S.,http://www.youtube.com/watch?v=P28osJFsGoA,,,,,,
Jenny and the Mexicats,Me voy a ir,,"harta, locura, tortura, alma, segura",,México,https://www.youtube.com/watch?v=KuM7jzv6io8,,,,,,
Jenny and the Mexicats,Verde Mas Alla,,,,,http://www.youtube.com/watch?v=BzJca2WB_jM#t=30,,,,,,
Jesse y Joy,Adiós,duele,,,México,http://www.youtube.com/watch?v=dDyiuAI4UxQ,,,,,,
Jesse y Joy,Aquí voy (Gracias),,,,México,http://www.youtube.com/watch?v=d-adtIiw0TQ,,,,,,
Jesse y Joy,Chocolate,sabe a,food,,Mexico,http://www.youtube.com/watch?v=bapO8qCaDyk;  http://www.youtube.com/watch?v=0qC7EbjkxzU,,,,http://www.youtube.com/watch?v=FVd5EYD3-0E&feature=related,,
Jesse y Joy,Chocolate,sabe a,cooking,better lyric version,México,https://www.youtube.com/watch?feature=player_embedded&v=BYZfmVuMvE0,,,,,,
Jesse y Joy,Cielo Azul,,weather words,,México,http://www.youtube.com/watch?v=VI4VhUzu2uM&feature=related,,,,,,
Jesse y Joy,Como no,conditional,,,México,http://www.youtube.com/watch?feature=player_embedded&v=o4ZymecQzCM#!,,,,,,
Jesse y Joy,Corazon de campeon,,,official video/Mexican national team; great  cultural symbolism,México,http://www.youtube.com/watch?v=E_8G_rH2MKI&feature=player_embedded,,,,,,
Jesse y Joy,Corazón de campeón,,,new (2013) official song for la selección de México,México,http://www.youtube.com/watch?v=3FiXySW9njk&feature=player_embedded,,,,,,
Jesse y Joy,Corre,present indicative; preterite,,,México,http://www.youtube.com/watch?v=7m2zyp0vFQc&feature=player_embedded,,,,,,
Jesse y Joy,Electricidad,"gerunds, preterite",,,Mexico,http://www.youtube.com/watch?v=OHlWNHhGCyU&feature=related; http://www.youtube.com/watch?v=70LRyHhZLeE&feature=fvw,,,,,,
Jesse y Joy,Espacio Sideral,present indicative,food,,Mexico,;  http://www.youtube.com/watch?v=u_DhzYDN6ow,,,,,,
Jesse y Joy,La de la mala suerte,"preterite, present indicative",,video may not be appropriate for school,México,http://www.youtube.com/watch?feature=player_embedded&v=r0eIhlsks4s,,,,,,
Jesse y Joy,Llegaste Tu,preterite/imperfect,,finally…the official video,México,https://www.youtube.com/watch?feature=player_embedded&v=7cKdBlyw_5M,,,,,,
Jesse y Joy,Llegaste Tú,preterite/imperfect,"volver a, triste, esperanza",,Mexico,http://www.youtube.com/watch?v=7LJhB0qO6WU,,,,,,
Jesse y Joy,Magia y Deseo,gerunds,nature,from the soundtrack of Eclipse,México,http://www.youtube.com/watch?v=PcN5ZXwWUB8&feature=related,,,,,,
Jesse y Joy,Me quiero enamorar,"present indicative; querer with infinitive, querer with subjunctive",,,México,https://www.youtube.com/watch?feature=player_embedded&v=qrh1WDVYqoo,,,,,,
Jesse y Joy,Me Voy,"future, informal commands, present subjunctive",,"unique marketing concept:  had many fans, artists create a video of the song",México,http://www.youtube.com/watch?v=tZW1_HVkJ2U&feature=relmfu,,,,,,
Jesse y Joy,Nuevos Recuerdos,,,tribute for Televisa; with letras,México,http://www.youtube.com/watch?feature=player_embedded&v=syvUhOfEaa8,,,,,,
Jesse y Joy,Quédate,"familiar commands, preterite, present subjunctive","quedarse, pedir",,México,http://www.youtube.com/watch?v=CmpebLuKqig&feature=related,,,,,,
Jesse y Joy,Quiero conocerte,,,,México,http://www.youtube.com/watch?v=aekY41asVII&feature=related,,,,,,
Jesse y Joy,Ser o estar,ser/estar,,,Mexico,http://www.youtube.com/watch?v=C0NtdD5NcNw,,,,,,
Jesse y Joy,Si te vas,"future, present indicative,",,,México,http://www.youtube.com/watch?v=PpobOV044XM,,,,,,
Jesse y Joy,Somos lo que fue,preterite,"somos/fuimos; sabor, alimentar",,Mexico,http://www.youtube.com/watch?v=1W2BOCsd2TQ,,,,,,
Jesse y Joy,Un corazón,Future,,,México,https://www.youtube.com/watch?v=cDmdcniCan8&feature=watch_response,,,,,,
Jesse y Joy,Ya no quiero,many tenses,,,México,http://www.youtube.com/watch?v=dEUG3ZUfSpE&feature=related,,,,,,
Jesse y Joy ,Ser o estar,"ser, estar, present indicative",,,México,http://www.youtube.com/watch?feature=player_embedded&v=C0NtdD5NcNw#at=37,,,,,,
Jesse y Joy +,Me voy,,,chorus of the song Me Voy sung by many artists,México +,http://www.youtube.com/user/jesseyjoyoficial#g/c/8CC703DF8E03EEEC,,,,,,
Jesse y Joy ft. Mario Domm,Llorar,many tenses,verdad/mentir,Mario Domm from Camila; good scenery from Mexico,México,https://www.youtube.com/watch?v=OK_KvknlJxA,,,,,,
Jesse y Joy with Mario Domm,Llorar,preterite; informal affirmative commands,llorar,,México,http://www.youtube.com/watch?v=eEHFmenl7sM&feature=branded,,,,,,
Jesse y Joy with Pablo Alboran,Dónde está el amor,present subjunctive,,,"México, Spain",https://www.youtube.com/watch?v=POP9_phDB2g,,,,,,
Jking y Maximan,"Cuándo, cuándo es",,"cuándo, dónde, arriba, abajo, derecha, abajo","scantily dressed women, alcohol featured in video, but music is catchy",Puerto Rico,http://www.youtube.com/watch?v=MqNJvHYqKFY&p=1C5090698DBBFB31&index=9 ; lyrics only: http://www.youtube.com/watch?v=Tc9un_KMDPw,,,,,,
"Johansen, Kevin",Guacamole,,"carne, frijoles, café con leche, chimichurri, lots of food","FIFA, Argentina references, one reference to ""reefer""",Argentina,http://www.youtube.com/watch?v=AGQI6IDTFmE,,,,,,
Jowel y Randy,Solo por ti,por versus para,,Jowel (U.S.) Randy (Puerto Rico),U.S./Puerto Rico,http://www.youtube.com/watch?v=nsuFai-qt40&feature=related,,,,,,
Jowell & Randy ft. Cultura Profética,Solo Por Ti,objects of prepositions,pasttimes,filmed in Parque los Salados in Antioquia Colombia,Puerto Rico,http://www.youtube.com/watch?v=h2-6qkj7n3w,,,,,,
Juan Esteman,Que pena,,,que pena,U.S./Cuba,http://www.youtube.com/watch?feature=player_embedded&v=b1WJzq86CGg,,,,,,
Juanes,A Dios le pido,present subjunctive,,social awareness,Colombia,http://www.youtube.com/watch?v=OsUZjs2rMvA&feature=fvsr,,,,,,
Juanes,Amigos,present perfect ,,"Amigos, Amistad",Colombia,http://www.youtube.com/watch?v=_vuPQ2y8ZVY&feature=related,,,,,,
Juanes,Bandera de Manos,,"love, hope, humanity",social awareness,Colombia,http://www.youtube.com/watch?v=QjQoCzd6mDI,,,,,,
Juanes,Burrito Sabanero,,,Christmas,Colombia,http://www.youtube.com/watch?v=1gQwjG2_71E,,,,,,
Juanes,Dámelo,,,,Colombia,http://www.youtube.com/watch?feature=player_embedded&v=35AiC9h2y4k#!,,,,,,
Juanes,Día lejano,"preterite, subjunctive","tal vez, cada vez, algún día",,Colombia,http://www.youtube.com/watch?feature=player_embedded&v=i8i2EgCo0wo,,,,,,
Juanes,Es por ti,por,,,Colombia,http://www.youtube.com/watch?v=-9l5t3MWss8&feature=fvwrel,,,,,,
Juanes,Fíjate Bien,present subjunctive,"landmines, war",social awareness,Colombia,http://www.youtube.com/watch?v=vzrWvuGhFSc&feature=related; http://www.youtube.com/watch?v=aydVVvQxhFY&feature=fvst,,,,,,
Juanes,Fotografía,present indicative,,,Mexico,http://www.youtube.com/watch?v=flr8vDQ9Wuc,,,,,,
Juanes,"Interview at home, with his wife",,,"Gala dinner at St. Judes, honoring JLG",Colombia,http://www.youtube.com/watch?v=aqKYqOB68Rc#,,,,,,
Juanes,Juanes en Argentina,,,"interview, TV footage from Sonando por cantar",Colombia,http://www.youtube.com/watch?v=zEgNae87QfY,,,,,,
Juanes,Juanes en Aruba,,,interview and concert in Aruba,Colombia,http://www.youtube.com/watch?v=zEgNae87QfY,,,,,,
Juanes,La Camisa Negra,preterite,"love, death",social awareness; double meanings,Colombia,http://www.youtube.com/watch?v=WhqTtpaaFdc&feature=fvsr,,,,,,
Juanes,La historia de Juan,preterite,"war, hope, children of the street","social awareness, children of the street",Colombia,http://www.youtube.com/watch?v=H02kW_JKiuU,,,,,,
Juanes,La luz,se fue,tuyo,,Colombia,https://www.youtube.com/watch?v=fw8kQxMQ6uc,,,,,,
Juanes,La paga,preterite,,,Colombia,with Black Eyed Peas; http://www.youtube.com/watch?v=6QSXbvmEEJM&feature=related,,,,,,
Juanes,La Señal,vos,,vale la pena; ganas de…,Colombia,http://www.youtube.com/watch?feature=player_embedded&v=Tthuk6lrvQk#!    ; http://www.youtube.com/watch?v=_KAL45_nDwg,,,,,,
Juanes,"Manos, cabeza, pies",,parts of the body,"on Sesame Street 2011, English/Spanish",Colombia,http://www.youtube.com/watch?v=_CzCJgsLoHI&feature=player_embedded#!,,,,,,
Juanes,Me enamora  MTV unplugged,"present subjunctive, object pronouns",,,Colombia,http://www.youtube.com/watch?v=2QGCAHHr3QE,,,,,,
Juanes,Minas Piedras,,"landmines, war",social awareness,Colombia,,,,,,,
Juanes,Nada Valgo Sin Tu Amor,present subjunctive,,Valentine's Day,Colombia,http://www.youtube.com/watch?v=ZEi8g6IKWaI&feature=player_embedded,,,,,,
Juanes,Odio por amor,,,,Colombia,http://www.youtube.com/watch?v=y-XvXyrp4uU,,,,,,
Juanes,Para tu amor,,,only guitar and vocals,Colombia,http://www.youtube.com/watch?feature=player_embedded&v=nUKzInwXHLk#!,,,,,,
Juanes,Regalito,,,,Colombia,http://www.youtube.com/watch?v=qle33hBIPK4,,,,,,
Juanes,Regalito,,,zumba dance class,Colombia,http://www.youtube.com/watch?feature=player_embedded&v=_vVxek87dUM#!,,,,,,
Juanes,Segovia,,"granadas, estallar, armadas ","11 november 1988 massacre Segovia, Colombia",Colombia,,,,,,,
Juanes,Sueños,,,excellent viewer made video,Colombia,http://www.youtube.com/watch?feature=player_embedded&v=nuANMidnIgU#!,,,,,,
Juanes,Todo en mi vida eres tú,,,MTV unplugged,Colombia,http://www.youtube.com/watch?feature=player_embedded&v=VpzhWutiCWY#!,,,,,,
Juanes,Tres,gerunds,,,Colombia,http://www.youtube.com/watch?v=QiXSW0KhMkY,,,,,,
Juanes,Y no regresas,present subjunctive; preterite,,,Colombia,http://www.youtube.com/watch?v=ecgsmrJ5kC8,,,,,,
Juanes,Yerbatero,object pronouns,,"soccer, FIFA 2010; health, herbal remedies",Colombia,http://www.youtube.com/watch?v=T8a4Tckeu1I&feature=PlayList&p=8A0F398BEC2D5DC1&index=4,,,,,,
Juanes,Your Song,,,English/Spanish interview with Ryan Seacrest after 2013 Grammy's,Colombia,http://www.youtube.com/watch?feature=player_embedded&v=nrfTfeq0AMk,,,,,,
Juanes Ekhymosis,Solo,,,very early Juanes dedicated to the victims of violence in Colombia,Colombia,http://www.youtube.com/watch?feature=player_embedded&v=79mXvjbF8uE#!,,,,,,
Juanes Ekhymosis,Una Flor en el desierto,,,very early Juanes,Colombia,http://www.youtube.com/watch?feature=player_embedded&v=s6kcnWcJfqc#!,,,,,,
Juanes ft. Paula MartinezHoy Me Voy,,,,MTV unplugged,Colombia,http://www.youtube.com/watch?feature=player_embedded&v=YiQ_Cpkt894#!,,,,,,
Juanes with Herbie Hancock,La Tierra,,,,"Colombia, United States",http://www.youtube.com/watch?v=v5oFnlweR_4&feature=player_embedded,,,,,,
Juanes y Carlos Santana,Fijate Bien,,,Latin Grammy 2012,Colombia/U.S.,http://www.youtube.com/watch?feature=player_embedded&v=iPXDlzuT6tQ,,,,,,
Juanes y il Negrita,Dove le pietre sono mine,,,Minas Piedras in Italian,"Colombia, Italy",http://www.youtube.com/watch?v=iiMMqIreJe4&feature=player_embedded#at=24,,,,,,
Juanes y Laura Pausini,Mi libre canto,,,,"Colombia, Italy",http://www.youtube.com/watch?v=x7EaQhTzoSM&feature=related,,,,,,
Juanes/Ekhymosis,La Tierra,,Colombia,"his original band, live",Colombia,http://www.youtube.com/watch?v=nGYceUdHfsM&feature=related,,,,,,
Juanes/Ekhymosis,La Tierra,,Colombia,video with fotos de Colombia,Colombia,http://www.youtube.com/watch?v=yctcCgZ6Zmo,,,,,,
Julito Little J ft Omar,Bailando bajo el sol,,,,Spain,https://www.youtube.com/watch?feature=player_embedded&v=mR1OJmVNUig,,,,,,
Kalimba,Antes de ti,preterite,,,México,http://www.youtube.com/watch?v=7RyyIVhkNNU&feature=relmfu,,,,,,
Kalimba,Duele,"infinitives, present indicative, object pronouns on infinitives",,,México,http://www.youtube.com/watch?v=8vFQ3_3ZB6Q,,,,,,
Kalimba,Se te olvidó,object pronouns,olvidar,,México,http://www.youtube.com/watch?v=XdbzkQwevkQ&feature=relmfu,,,,,,
Kaoma,Llorando se fue   1989,,Lambada," 4,  Llorando se fue melody, beat",Francia,http://www.youtube.com/watch?v=I2048pF7tpA,,,,,,
Katanah,Wrecking Ball,,,bachata cover of Miley Cyrus' Wrecking Ball,Dominican Republic,https://www.youtube.com/watch?v=MA_2UMYpEhA,,,,,,
"Kauam, Hany",En todas partes,,,,Venezuela,http://www.youtube.com/watch?v=MBN-7DS5GIk,,,,,,
"Kauam, Hany",La mujer perfecta,,,,Venezuela,http://www.youtube.com/watch?v=7y_dXquC2ZQ&feature=player_embedded#at=32,,,,,,
Ken Y ,Princesa,preterite/imperfect,,Kenny Vazquez,Puerto Rico,http://www.youtube.com/watch?v=yqKk233wPF8,,,,,,
"Kevin, Karla y La Banda",Hoy Desperte,preterite,,cover of the Katy Perry song Wide Awake,,http://www.youtube.com/watch?feature=player_embedded&v=UGvga5s-eLY,,,,,,
"Kevin, Karla y La Banda",Perder mi amor,preterite and imperfect,,"an original, not one of their covers",Chile,https://www.youtube.com/watch?v=65w1UDNP2Rg,,,,,,
"Kevin, Karla y La Banda",Roar,,,cover of Katy Perry,Chile,https://www.youtube.com/watch?v=9c6wOka7Yxw,,,,,,
"Kevin, Karla y La Banda",We are never ever getting back together,question words,"nunca, entiende",Taylor Swift in Spanish,Chile,http://www.youtube.com/watch?v=ZanA-AP_tC8,,,,,,
King Changó,Venezuelan in New York,,,Immigration,Venezuela/U.S.,https://www.youtube.com/watch?v=cASnPeqCiw8,,,,,,
Konorteño,Corrido del ciudadano,,,narcoviolencia,México,http://www.youtube.com/watch?v=N2fsn5vOVu8&feature=player_embedded,,,,,,
Krauss 13,Oscura realidad,,,Celtic punk from Zaragoza,Spain,http://13krauss.bandcamp.com/track/oscura-realidad,,,,,,
Kumbia Kings,Sabes a chocolate,,sabes a,live version; can't show official version,U.S.,http://www.youtube.com/watch?v=yRaNn-hrqag&feature=player_embedded,,,,,,
La 5a Estación,Que te quería,imperfect,,relationships,Spain,http://www.youtube.com/watch?v=JPdm1AskDfc,,,,,,
La Ley,Amate y Sálvate,"familiar commands,  present indicative",,"self image, human condition",Chile,http://www.youtube.com/watch?v=QhPIj31ufeg,,,,,,
La Ley,Aquí   ,present indicative,,"world, change,",Chile,http://www.youtube.com/watch?v=nTGH0Hgc7_A&feature=channel,,,,,,
La Ley,Más Allá,,terrorism,"terrorism, Sept. 11",Chile,http://www.youtube.com/watch?v=vyufxiLt-6Q&feature=channel,,,,,,
La Ley,Mentira,,"mentira, corazón, latir",,Chile,http://www.youtube.com/watch?v=d1dcXgGQT2M,,,,,,
La Ley,Mentira,,mentira,,Chile,https://www.youtube.com/watch?v=d1dcXgGQT2M,,,,,,
"La Llorona, Frida Kahlo",La Llorona,,,works of Frida Kahlo set to La LloronaMéxico,,http://www.youtube.com/watch?v=nE-UjfdIGEY&feature=player_embedded,,,,,,
La Navidad,Arbolito de Navidad,,,Gloria Estefan,,http://www.youtube.com/watch?v=NSKCnSbGA7Q&feature=related,,,,,,
La Navidad,canciones navideñas (3 traditional songs),,,,,http://www.youtube.com/watch?v=8hZ6eKkl498&feature=related,,,,,,
La Navidad,Canta con nosotros Feliz Navidad #1,,,Disney sing a long,U.S.,http://www.youtube.com/watch?v=XwQkCykmpgE&feature=related,,,,,,
La Navidad,Canta con nosotros Feliz Navidad #2,,,Disney sing a long,U.S.,http://www.youtube.com/watch?v=OEdydr0XuAY&feature=related,,,,,,
La Navidad,Canta con nosotros Feliz Navidad #3,,,Disney sing a long,U.S.,http://www.youtube.com/watch?v=OmOb2Dg0WUw&feature=related,,,,,,
La Navidad,Cascabel,,,"animated, child singing",,http://www.youtube.com/watch?v=rebkh_0HvCc&feature=player_embedded,,,,http://www.youtube.com/watch?v=p2kF6An8naM&feature=related,,
La Navidad,En trineo tú y yo,,,with letras,,http://www.youtube.com/watch?v=uQfonIa9dR0&feature=related,,,,,,
La Navidad,"Feliz Navidad using ipads, iphones, etc.",,,tech,,http://www.youtube.com/watch?v=DcexJQM-8W0&feature=channel,,,,,,
La Navidad,Los Peces en el Río,,,Tatiana y Chayanne,,http://www.youtube.com/watch?v=fdD0QeH1dDA&feature=related,,,,,,
La Navidad,Navidad Rock,,,Tatiana singing,,http://www.youtube.com/watch?v=lqrBSaa0bv4&feature=related,,,,,,
La Navidad,Noche de paz,,,Laura Pausini,,http://www.youtube.com/watch?v=MzKxeFY36sw&feature=related,,,,,,
La Navidad,Rodolfo el reno,,,,,http://www.youtube.com/watch?v=PjBk4jniGX4&feature=related,,,,,,
